concept,concept_type,name_short,name,name_catalog,description,tags,unit,domain,indicator_url
loner_lop_admin,measure,Löner och sociala avgifter,Löner och sociala avgifter (Administrativa tjänster och stödtjänster (euro (Löpande priser))),Administrativa tjänster och stödtjänster ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_uthyr,measure,Löner och sociala avgifter,Löner och sociala avgifter (Uthyrning och leasing (euro (Löpande priser))),Uthyrning och leasing ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_arb_form,measure,Löner och sociala avgifter,Löner och sociala avgifter (Arbetsförmedling (euro (Löpande priser))),Arbetsförmedling ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_rese,measure,Löner och sociala avgifter,Löner och sociala avgifter (Resebyråer samt researrangörer och andra resetjänster samt därmed förenlig verksamhet (euro (Löpande priser))),Resebyråer samt researrangörer och andra resetjänster samt därmed förenlig verksamhet ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_sakerhet,measure,Löner och sociala avgifter,Löner och sociala avgifter (Säkerhets- och utredningsverksamhet: service och landskapsvård: kontorsadministration och stödtjänster (euro (Löpande priser))),Säkerhets- och utredningsverksamhet: service och landskapsvård: kontorsadministration och stödtjänster ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_offent_halso,measure,Löner och sociala avgifter,Löner och sociala avgifter (Offentlig förvaltning: försvar: utbildning: hälso- och sjukvård samt sociala tjänster (euro (Löpande priser))),Offentlig förvaltning: försvar: utbildning: hälso- och sjukvård samt sociala tjänster ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_offent_forsvar,measure,Löner och sociala avgifter,Löner och sociala avgifter (Offentlig förvaltning och försvar: obligatorisk socialförsäkring (euro (Löpande priser))),Offentlig förvaltning och försvar: obligatorisk socialförsäkring ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_utb,measure,Löner och sociala avgifter,Löner och sociala avgifter (Utbildning (euro (Löpande priser))),Utbildning ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_halso_soc,measure,Löner och sociala avgifter,Löner och sociala avgifter (Hälso- och sjukvård samt sociala tjänster (euro (Löpande priser))),Hälso- och sjukvård samt sociala tjänster ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_halso,measure,Löner och sociala avgifter,Löner och sociala avgifter (Hälsovård och sjukvård (euro (Löpande priser))),Hälsovård och sjukvård ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_vard,measure,Löner och sociala avgifter,Löner och sociala avgifter (Vård och omsorg och sociala tjänster utan boende (euro (Löpande priser))),Vård och omsorg och sociala tjänster utan boende ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_kultur,measure,Löner och sociala avgifter,Löner och sociala avgifter (Kultur samt nöje och fritid: andra serviceverksamheter: hushållens verksamhet samt organisationer och organ utanför territoriet (euro (Löpande priser))),Kultur samt nöje och fritid: andra serviceverksamheter: hushållens verksamhet samt organisationer och organ utanför territoriet ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_konst,measure,Löner och sociala avgifter,Löner och sociala avgifter (Konst samt underhållning och rekreation (euro (Löpande priser))),Konst samt underhållning och rekreation ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_kreativ,measure,Löner och sociala avgifter,Löner och sociala avgifter (Kreativa aktiviteter: konst och underhållning: bibliotek samt arkiv: museer och andra kulturella aktiviteter: spel och vadslagning (euro (Löpande priser))),Kreativa aktiviteter: konst och underhållning: bibliotek samt arkiv: museer och andra kulturella aktiviteter: spel och vadslagning ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_sport,measure,Löner och sociala avgifter,Löner och sociala avgifter (Sport- fritids- och nöjesverksamhet (euro (Löpande priser))),Sport- fritids- och nöjesverksamhet ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_annan_serv,measure,Löner och sociala avgifter,Löner och sociala avgifter (Annan serviceverksamhet (euro (Löpande priser))),Annan serviceverksamhet ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_med_verk,measure,Löner och sociala avgifter,Löner och sociala avgifter (Verksamhet inom medlemsorganisationer (euro (Löpande priser))),Verksamhet inom medlemsorganisationer ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_rep_dator_pers,measure,Löner och sociala avgifter,Löner och sociala avgifter (Reparation av datorer samt hushållsartiklar och personliga artiklar (euro (Löpande priser))),Reparation av datorer samt hushållsartiklar och personliga artiklar ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_annan_pers,measure,Löner och sociala avgifter,Löner och sociala avgifter (Andra personliga tjänster (euro (Löpande priser))),Andra personliga tjänster ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_hush,measure,Löner och sociala avgifter,Löner och sociala avgifter (Hushållens verksamhet som arbetsgivare: hushållens produktion av odifferentierade varor och tjänster för eget bruk (euro (Löpande priser))),Hushållens verksamhet som arbetsgivare: hushållens produktion av odifferentierade varor och tjänster för eget bruk ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_extraterr,measure,Löner och sociala avgifter,Löner och sociala avgifter (Verksamhet som bedrivs av extraterritoriella organisationer och organ (euro (Löpande priser))),Verksamhet som bedrivs av extraterritoriella organisationer och organ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
foradl_lop_jord_dollar,measure,Förädlingsvärde,Förädlingsvärde (Jord- och skogsbruk samt fiske (dollar (Löpande priser))),Jord- och skogsbruk samt fiske,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: OECD,valuta_dollar,dollar,,https://www.oecd.org/en/data/indicators/value-added-by-activity.html
foradl_lop_kultur_dollar,measure,Förädlingsvärde,Förädlingsvärde (Kultur samt nöje och fritid: andra serviceverksamheter: hushållens verksamhet samt organisationer och organ utanför territoriet (dollar (Löpande priser))),Kultur samt nöje och fritid: andra serviceverksamheter: hushållens verksamhet samt organisationer och organ utanför territoriet,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: OECD,valuta_dollar,dollar,,https://www.oecd.org/en/data/indicators/value-added-by-activity.html
foradl_lop_bygg_dollar,measure,Förädlingsvärde,Förädlingsvärde (Bygg- och anläggningsverksamhet (dollar (Löpande priser))),Bygg- och anläggningsverksamhet,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: OECD,valuta_dollar,dollar,,https://www.oecd.org/en/data/indicators/value-added-by-activity.html
foradl_lop_finans_dollar,measure,Förädlingsvärde,Förädlingsvärde (Finansiell verksamhet och försäkringsverksamhet (dollar (Löpande priser))),Finansiell verksamhet och försäkringsverksamhet,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: OECD,valuta_dollar,dollar,,https://www.oecd.org/en/data/indicators/value-added-by-activity.html
foradl_lop_indu_dollar,measure,Förädlingsvärde,Förädlingsvärde (Industri (utom byggverksamhet) (dollar (Löpande priser))),Industri (utom byggverksamhet),Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: OECD,valuta_dollar,dollar,,https://www.oecd.org/en/data/indicators/value-added-by-activity.html
foradl_lop_info_dollar,measure,Förädlingsvärde,Förädlingsvärde (Information och kommunikation (dollar (Löpande priser))),Information och kommunikation,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: OECD,valuta_dollar,dollar,,https://www.oecd.org/en/data/indicators/value-added-by-activity.html
foradl_lop_tillv_dollar,measure,Förädlingsvärde,Förädlingsvärde (Tillverkning (dollar (Löpande priser))),Tillverkning,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: OECD,valuta_dollar,dollar,,https://www.oecd.org/en/data/indicators/value-added-by-activity.html
foradl_lop_jur_dollar,measure,Förädlingsvärde,Förädlingsvärde (Tjänster inom juridik och ekonomi samt vetenskap och teknik: administrativa tjänster och stödtjänster (dollar (Löpande priser))),Tjänster inom juridik och ekonomi samt vetenskap och teknik: administrativa tjänster och stödtjänster,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: OECD,valuta_dollar,dollar,,https://www.oecd.org/en/data/indicators/value-added-by-activity.html
foradl_lop_offent_dollar,measure,Förädlingsvärde,Förädlingsvärde (Offentlig förvaltning: försvar: utbildning: hälso- och sjukvård samt sociala tjänster (dollar (Löpande priser))),Offentlig förvaltning: försvar: utbildning: hälso- och sjukvård samt sociala tjänster,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: OECD,valuta_dollar,dollar,,https://www.oecd.org/en/data/indicators/value-added-by-activity.html
foradl_lop_fastighet_dollar,measure,Förädlingsvärde,Förädlingsvärde (Fastighetsverksamhet (dollar (Löpande priser))),Fastighetsverksamhet,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: OECD,valuta_dollar,dollar,,https://www.oecd.org/en/data/indicators/value-added-by-activity.html
